file_key,has_gold,wer_asr,wer_lev,wer_llm,asr_output,lev_output,llm_output,correction_level,lev_instruction,llm_instruction,lev_callsign,llm_callsign
LSZB_BERN_Tower_121_0MHz_20210416_082152,TRUE,0.125,1,0.3125,hotel golf papa continue on the runway vacate via charlie then taxi your discretion tlue sect,runway HOTEL TANGO continue runway via charlie ##lue sect,Hotel Golf Papa continue on the runway vacate via Charlie then taxi at your discretion runway via charlie ##lue sect,,continue,continue on the runway vacate via Charlie then taxi at your discretion,HOTEL TANGO,Hotel Golf Papa
LSZB_BERN_Tower_121_0MHz_20210416_083545,TRUE,0.3333,1,0.8,tell ke oscar bravo are you ready for expedition crossing othewis yo have to hold o,expedition AIR BRAVO cross expedition ot ##s o,Kilo Oscar Bravo cross expedition ot ##s o,,cross,cross,AIR BRAVO,Kilo Oscar Bravo
LSZB_BERN_Tower_121_0MHz_20210418_114748,TRUE,0.6429,1,1,oto golf papa frequency change approved,Bern Tower GOLFAIR frequency change approved,Bern Tower GOLFAIR frequency change approved,,frequency change,frequency change,GOLFAIR,GOLFAIR
LSZB_BERN_Tower_121_0MHz_20210418_185745,TRUE,0.2727,1.4545,0.5455,hotel lima sierra diecgt niget time visual departure if not possible,Bern Tower HOTEL CHARLIE time if not possible,Hotel Lima Sierra visual departure runway 19 if not possible,,time,visual departure,HOTEL CHARLIE,Hotel Lima Sierra
LSZB_BERN_Tower_121_0MHz_20210419_090344,TRUE,0.3529,0.7647,0.7647,hotel oanto echo echo lev hotel echo echo frequency change approved good bye,Bern Tower HOTEL TANGO frequency change approved,Bern Tower HOTEL TANGO frequency change approved,,frequency change,frequency change,HOTEL TANGO,HOTEL TANGO
LSZB_BERN_Tower_121_0MHz_20210419_092415,TRUE,0.4444,1,1,rogiar oscar golf papa too golf papa frequency change approved good bye hano byeo papa,Bern Tower AEROVIAS GOLFO frequency change approved,Bern Tower AEROVIAS GOLFO frequency change approved,,frequency change,frequency change,AEROVIAS GOLFO,AEROVIAS GOLFO
LSZB_BERN_Tower_121_0MHz_20210419_124328,TRUE,0.375,1.0625,0.8125,roger breke break helli delta quebec after hotel whiskey cross vunc hotel echo,Bern Tower BRAVO QUEBEC break after hotel whiskey hotel,roger Delta Quebec line up and wait runway 27 after hotel whiskey hotel,,break,line up and wait,BRAVO QUEBEC,Delta Quebec
LSZB_BERN_Tower_121_0MHz_20210420_062521,TRUE,1.1154,1.2308,1.1923,htel golf lapa number two number one is company on n left pse and stil to helicopter slow altitude over the city looking up for hellocapter and number one one fivet at the moment and number two hole opafa,Bern Tower GOLFAIR looking number two number one is company on n left pse and stil to helicopter slow altitude over the city ##ter and number one one fivet at the moment and number two hole ##afa,Golf Papa line up and wait runway 11 left number two number one is company on n left pse and stil to helicopter slow altitude over the city ##ter and number one one fivet at the moment and number two hole ##afa,,looking,line up and wait,GOLFAIR,Golf Papa
LSZB_BERN_Tower_121_0MHz_20210420_090730,TRUE,0.8095,0.9048,0.8571,one irigelf osca turn wase behind l docho ground over teshold,Bern Tower turn one wase behind l over te ##ld,Oscar One turn left heading one wase behind l over te ##ld,,turn,turn left heading,,Oscar One
LSZB_BERN_Tower_121_0MHz_20210420_122956,TRUE,0.4286,0.8571,0.5714,t golf oscar and midtownid make anorbit to the left report completed,to the left GOLFAIR and to the left completed,Golf Oscar make an orbit to the left report completed to the left completed,,and,make an orbit to the left report completed,GOLFAIR,Golf Oscar
LSZB_BERN_Tower_121_0MHz_20210420_125136,TRUE,0.7222,0.7778,0.7778,zulu oscar bravo pto under controlvia whiskey and say you ap pro grame again,under zulu oscar bravo pt under ##via whiskey ap pro grame,Zulu Oscar Bravo hold short under ##via whiskey ap pro grame,,pt,hold short,zulu oscar bravo,Zulu Oscar Bravo
LSZB_BERN_Tower_121_0MHz_20210421_094113,TRUE,0.5238,0.7143,0.7143,hotel golf papa unknown vfir traffic helicoped that yo eleve oco position two miles  maltitude opposite direction,unknown HOTEL TANGO unknown ##co position two miles maltitude opposite direction,unknown HOTEL TANGO unknown ##co position two miles maltitude opposite direction,,,,HOTEL TANGO,HOTEL TANGO
LSZB_BERN_Tower_121_0MHz_20210421_115837,TRUE,0.25,1.4167,0.6667,te charlie quebec br to the left hotel charlie quebec roger,Bern Tower BRAVO QUEBEC br to the left,Hotel Charlie Quebec turn left heading br to the left,,,turn left heading,BRAVO QUEBEC,Hotel Charlie Quebec
LSZB_BERN_Tower_121_0MHz_20210421_123703,TRUE,0.9,1,1,taffic isi one  hotel  tel oscar,HOTEL TANGO,HOTEL TANGO,,,,HOTEL TANGO,HOTEL TANGO
LSZB_BERN_Tower_121_0MHz_20210421_162453,TRUE,0.4286,0.9286,1,ravo sierra charlie pa an tower is it for star upor for taxi,Bern Tower ROVOS,BEVO line up and wait runway 04,,,line up and wait,ROVOS,BEVO
LSZB_BERN_Tower_121_0MHz_20210422_140356,TRUE,0.3158,0.7895,0.4737,hotel bravo zulu sierra november tower entervia route hotel whiskey qnh one zero one eight,Bern Tower HOTEL CHARLIE qnh one zero one eight,Hotel Bravo Zulu Sierra November taxi via one zero one eight,,qnh,taxi via,HOTEL CHARLIE,Hotel Bravo Zulu Sierra November
LSZB_BERN_Tower_121_0MHz_20210423_060534,TRUE,0.3548,0.871,0.8387,hili tango whiskey negative it s fine if you want you can monit the frequency but it s up to you if youll stay outside of pr all the time,##li tango whiskey negative stay,Tango Whiskey monitor the frequency,,stay,monitor the frequency,##li tango whiskey negative,Tango Whiskey
LSZB_BERN_Tower_121_0MHz_20210423_071332,TRUE,0.5714,0.8571,0.8571,oket whiskey echo thank you follow behind,WHISKY INDIA follow behind,Whiskey Echo line up and wait,,follow behind,line up and wait,WHISKY INDIA,Whiskey Echo
LSZB_BERN_Tower_121_0MHz_20210423_081639,TRUE,0.9565,1,1,hotel golf oscar traffic re helicopto jus pas hotel echo joining the left hand heavy crcu direction one four hello coterandproceed mall otol oscar,traffic HOTEL TANGO traffic re hotel joining the left hand heavy crcu direction one four,traffic HOTEL TANGO traffic re hotel joining the left hand heavy crcu direction one four,,,,HOTEL TANGO,HOTEL TANGO
LSZB_BERN_Tower_121_0MHz_20210423_091530,TRUE,0.6471,0.6471,0.6471,go ahead are you re that your now insight to city arsturn,go ahead are you re that your now insight to city arsturn,go ahead are you re that your now insight to city arsturn,,,,,
LSZB_BERN_Tower_121_0MHz_20210423_123112,TRUE,0.5714,0.7857,0.7857,htel golf oscar roger ar you ware that you proceed at least one mile out of track,Bern Tower GOLFAIR you proceed at least one mile out of track,Hotel Golf Oscar are you aware that you proceed at least one mile out of track one mile out of track,,you proceed at least,are you aware that you proceed at least one mile out of track,GOLFAIR,Hotel Golf Oscar
LSZB_BERN_Tower_121_0MHz_20210423_130638,TRUE,0.4737,1,0.6842,long approach hotel papa a home al mike november line up in sequence,Bern Tower HOTEL TANGO long approach a home,Hotel Papa Alpha Mike November line up and wait a home,,long approach,line up and wait,HOTEL TANGO,Hotel Papa Alpha Mike November
LSZB_BERN_Tower_121_0MHz_20210424_065548,TRUE,0.2667,0.9333,0.9333,hotel whiskey echo for the time being no available well call you back,SIERRA WHISKEY,SIERRA WHISKEY,,,,SIERRA WHISKEY,SIERRA WHISKEY
LSZB_BERN_Tower_121_0MHz_20210424_074539,TRUE,0.2609,0.8261,0.8696,after golf november tim is not available any more romeo eight two is now active do you want to proceed to selva instead,golf romeo eight two after golf se,Romeo Eight Two line up and wait golf se,,after,line up and wait,romeo eight two,Romeo Eight Two
LSZB_BERN_Tower_121_0MHz_20210424_075638,TRUE,0.5,0.9286,0.8571,ote golf papa is calling confirmthat s copied roger hold poin,Bern Tower GOLFAIR is ##tha,Golf Papa line up and wait ##tha,,is,line up and wait,GOLFAIR,Golf Papa
LSZB_BERN_Tower_121_0MHz_20210424_082145,TRUE,0.2727,0.7273,0.7273,ota kilo delta advise traffic is now over whiskey one,Bern Tower ot advise over whiskey one,ORIENTROC report over whiskey one,,advise,report,ot,ORIENTROC
LSZB_BERN_Tower_121_0MHz_20210424_082532,TRUE,0.2143,0.7143,0.9286,ater bravo sierra charlie tango burne tower hello taxi via kilo to turminl north,Bern Tower ATESA taxi via via kilo to turminl north,hello ATESA taxi via Kilo to Terminal North via kilo to turminl north,,taxi via,taxi via Kilo to Terminal North,ATESA,ATESA
LSZB_BERN_Tower_121_0MHz_20210424_083144,TRUE,0,1.0909,1.0909,hotel hotel oscar roger say again the number of the glider,Bern Tower HOTEL TANGO,Bern Tower HOTEL TANGO,,,,HOTEL TANGO,HOTEL TANGO
LSZB_BERN_Tower_121_0MHz_20210424_084133,TRUE,0.5556,0.8333,0.7222,raho charlie golf india taxi to blue stationato approved from blueparkin,Bern Tower raho charlie golf india taxi via,Charlie Golf India taxi to,,taxi via,taxi to,raho charlie golf india,Charlie Golf India
LSZB_BERN_Tower_121_0MHz_20210424_130512,TRUE,0.3529,1.0588,0.7647,hotel bravo juliett traffic hosky is approaching azhe right now behind you and say im direction,Bern Tower HOTEL CHARLIE and say now behind im direction,now behind Hotel Bravo Juliett continue now behind im direction,,and say,continue,HOTEL CHARLIE,Hotel Bravo Juliett
LSZB_BERN_Tower_121_0MHz_20210424_132821,TRUE,0.3125,0.875,0.625,hotl kilo delta noto whiskey one is approved if you remain outside romeo aitu,Bern Tower DELTA is whiskey one romeo ##tu,Hotel Kilo Delta November Whiskey One continue whiskey one romeo ##tu,,is,continue,DELTA,Hotel Kilo Delta November Whiskey One
LSZB_BERN_Tower_121_0MHz_20210424_151756,TRUE,0.7059,0.9412,0.9412,approved bye bye nih evening hotope mike,Bern Tower MILAZ,Bern Tower MILAZ,,,,MILAZ,MILAZ
LSZB_BERN_Tower_121_0MHz_20210424_164323,TRUE,0.5926,0.5926,0.5926,oshort no very at s fin for me but just for the next time then may be not to get te confusion hr,oshort no very at s fin for me but just for the next time then may be not to get te confusion hr,oshort no very at s fin for me but just for the next time then may be not to get te confusion hr,,,,,
LSZB_BERN_Tower_121_0MHz_20210425_074052,TRUE,0.2,1.0667,0.6667,hotel delta charlie advice traffic is now clear of you frequency change approved,Bern Tower HOTEL CHARLIE clear of approved,Hotel Delta Charlie frequency change approved approved,,clear of,frequency change approved,HOTEL CHARLIE,Hotel Delta Charlie
LSZB_BERN_Tower_121_0MHz_20210425_084853,TRUE,0.4762,0.9524,0.7143,hotel charlie papa below flight level hote charlie papa frequency change approved,Bern Tower HOTEL CHARLIE below flight level approved,Hotel Charlie Papa frequency change approved flight level approved,,below,frequency change approved,HOTEL CHARLIE,Hotel Charlie Papa
LSZB_BERN_Tower_121_0MHz_20210425_112657,TRUE,0.3333,1,0.5333,hotel oscar yankee any time direct lis approved traffic resculicopte passing wr inbound proceeding direct to lis hotel oscar yankee and looking out for ret o,Bern Tower HOTEL CHARLIE approved any time ##lic in ret o,Hotel Oscar Yankee direct LIS approved traffic rescue helicopter passing waypoint inbound proceeding direct to LIS and looking out any time ##lic in ret o,,approved,direct LIS approved traffic rescue helicopter passing waypoint inbound proceeding direct to LIS and looking out,HOTEL CHARLIE,Hotel Oscar Yankee
LSZB_BERN_Tower_121_0MHz_20210425_115720,TRUE,0.3636,0.6364,2,helli wiskey charlie ol echo three thousand feet whiskey charlie,echo wi echo three thousand feet,hello WIZZAIR UKRAINE hold short runway 30 echo three thousand feet,,,hold short,wi,WIZZAIR UKRAINE
LSZH_ZURICH_Tower_118_1MHz_20210414_055559,TRUE,0.1538,0.7692,0.7692,singapoore three four six contact arn one two one decimal eight five five,arn FOUR STAR contact arn one two one decimal eight five five,arn FOUR STAR contact arn one two one decimal eight five five,,contact,contact,FOUR STAR,FOUR STAR
LSZH_ZURICH_Tower_118_1MHz_20210414_055758,TRUE,0.4,0.5333,0.5333,eing pot ingconactron one two one decimal seven five five bye bye,##ron ##ron one two one decimal seven five five,##ron ##ron one two one decimal seven five five,,,,,
LSZH_ZURICH_Tower_118_1MHz_20210414_064101,TRUE,0.3571,0.7857,1.7857,foxtto zyero foxttot five eight four papa tower hello gn actually ho position shortly,Zurich Tower fox position shortly,position shortly hello FOXTROT FOXTROT | ICAO:FFB hold position position shortly,,,hold position,fox,FOXTROT FOXTROT | ICAO:FFB
LSZH_ZURICH_Tower_118_1MHz_20210414_064502,TRUE,0.3333,1,1,ocar charlie kilo contact departure one two five decimal nine five five bye one two five nine five fivea ne three kilo,Zurich Tower HOTEL CHARLIE contact one two five decimal nine five five two five nine five fivea ne three kilo,Zurich Tower HOTEL CHARLIE contact one two five decimal nine five five two five nine five fivea ne three kilo,,contact,contact,HOTEL CHARLIE,HOTEL CHARLIE
LSZH_ZURICH_Tower_118_1MHz_20210414_071700,TRUE,0.3333,0.7333,1,alta sierra kilm wind zero three zero degrees one one knot runway two cleare taceof,taceof ALTAIR cleare zero three zero degrees one one knot runway two taceof,SIERRA ALTA cleared for takeoff zero three zero degrees one one knots runway two taceof,,cleare,cleared for takeoff,ALTAIR,SIERRA ALTA
LSZH_ZURICH_Tower_118_1MHz_20210414_080622,TRUE,0.439,0.6098,0.8293,headarix foxtotritt lima hellow again take to eight juliett cross runway two eight contact apren one two one decimal seven five five good day  tetec runway two eight oing one t one seven five five ofothank you,runway two eight good day ##x foxtotritt lima take to eight juliett runway two eight apren one two one decimal seven five five ##tec runway two eight one t one seven five five ##oth ##k you,good day AERO FOX | ICAO:ARF contact runway 28 one two one decimal seven five five eight juliett runway two eight apren one two one decimal seven five five ##tec runway two eight one t one seven five five ##oth ##k you,,take to,contact,##x foxtotritt lima,AERO FOX | ICAO:ARF
LSZH_ZURICH_Tower_118_1MHz_20210414_080802,TRUE,0.2174,0.6087,0.6522,nadit one three five tower hello behind lufthansa line up runway two eight behind n one hree five line up runway,Zurich Tower nadit one three five line up behind lu ##sa runway two eight behind n one hree five runway,Nadit One Three Five line up and wait Runway Two Eight behind lu ##sa runway two eight behind n one hree five runway,,line up,line up and wait,nadit one three five,Nadit One Three Five
LSZH_ZURICH_Tower_118_1MHz_20210414_081018,TRUE,0.1176,0.4706,0.5294,nded one three five wind zero three zero degrees one zero knots runway two eight clear takeoff,cleared for takeoff zero three zero degrees one zero knots runway two eight one three five,cleared for takeoff zero three zero degrees one zero knots runway 28 one three five,,cleared for takeoff,cleared for takeoff,,
LSZH_ZURICH_Tower_118_1MHz_20210414_083710,TRUE,0.4894,0.6383,0.6596,praher goodmoi one nine seven heavy onone for t swiss one nine seven tower wind zero eight zero one two knots costing one nine runway one four cero and vacate hotel two,Zurich Tower one nine seven heavy ##ro zero eight zero one two knots costing one nine runway one four for t hotel two,Good Morning Swiss One Nine Seven Heavy vacate zero eight zero one two knots Runway One Four for t hotel two,,##ro,vacate,one nine seven heavy,Swiss One Nine Seven Heavy
LSZH_ZURICH_Tower_118_1MHz_20210414_084612,TRUE,0.4516,0.5806,0.5806,nine four seven sun turk nine four seven tower taxi weaight juliett qoss runway two eight contact aipreon one two one decimal seven five five bye,Zurich Tower nine four seven sun turk contact juliett ##oss runway two eight one two one decimal seven five five,Zurich Tower nine four seven sun turk contact juliett ##oss runway two eight one two one decimal seven five five,,contact,contact,nine four seven sun turk,nine four seven sun turk
LSZH_ZURICH_Tower_118_1MHz_20210414_085414,TRUE,0.125,0.75,0.75,osr echo india tango hotel tower on taxiway kilo cross runway two eight o pron one two one decimal seven five five bye bye,Zurich Tower HOTEL TANGO cross on taxiway kilo runway two eight o pron one two one decimal seven five five,Zurich Tower HOTEL TANGO cross on taxiway kilo runway two eight o pron one two one decimal seven five five,,cross,cross,HOTEL TANGO,HOTEL TANGO
LSZH_ZURICH_Tower_118_1MHz_20210414_085600,TRUE,0.8182,0.7273,1,ktr zero eek ye tower li zro seven zero dgree  runway one four clear tolemu cleared to land oe one bourd ue,Zurich Tower k clear ##ro seven zero dgree runway one four oe one ##urd ue,##ro seven zero dgree runway one four KROONK cleared to land seven zero degrees runway 14 ##ro seven zero dgree runway one four oe one ##urd ue,,clear,cleared to land,k,KROONK
LSZH_ZURICH_Tower_118_1MHz_20210414_085908,TRUE,0.62,0.7,0.66,ege tower e onfo ox foxtrs takea six zero one townd on foxr ro cross runway one zero cnron one two one deimal seven five five one fox trou sross sundwin one zero one tlone tw onevvalitali a seven two five,Zurich Tower six zero cross one runway one zero cnron one two one one zero one tlone tw onev a seven two five,Zurich Ground Fox Trot Six Zero One taxi via cross runway one zero runway one zero one two one decimal seven five one runway one zero cnron one two one one zero one tlone tw onev a seven two five,,cross,taxi via cross runway one zero,six zero,Fox Trot Six Zero One
LSZH_ZURICH_Tower_118_1MHz_20210414_085932,TRUE,0.8,0.9333,0.9333,nostrom eight zero qebeck yankee contact apren one two one decimal eight five five one two one eight five five ae loer,Zurich Tower nostrom eight zero contact apren one two one decimal eight five five one two one eight five five ae loer,Zurich Tower nostrom eight zero contact apren one two one decimal eight five five one two one eight five five ae loer,,contact,contact,nostrom eight zero,nostrom eight zero
LSZH_ZURICH_Tower_118_1MHz_20210414_092731,TRUE,0.3448,0.7931,0.5172,delta hotel golf wind zero five zero degrees one two knots crossing one seven runway one four zero and poceare  them runway one four deltaotel bl,##l DELTA EXPRESS cross zero five zero degrees one two knots one seven runway one four zero and poceare them runway one four ##l bl,Delta Hotel Golf cleared for takeoff zero five zero degrees one two knots runway one four one seven runway one four zero and poceare them runway one four ##l bl,,cross,cleared for takeoff,DELTA EXPRESS,Delta Hotel Golf
LSZH_ZURICH_Tower_118_1MHz_20210414_095149,TRUE,0.4706,1,1,hotel india victor ws three thousand five hundred fet india victor tomc,ws HOTEL TANGO ws three thousand five hundred,ws HOTEL TANGO ws three thousand five hundred,,,,HOTEL TANGO,HOTEL TANGO
LSZH_ZURICH_Tower_118_1MHz_20210414_101140,TRUE,0.1176,0.4706,0.4118,aitalia five seven on zero seven zero three  one two knots runway one zero cleared to takeoff,on aitalia five seven cleared for takeoff zero seven zero three one two knots runway one zero on,Alitalia five seven cleared to takeoff zero seven zero degrees one two knots runway one zero on,,cleared for takeoff,cleared to takeoff,aitalia five seven,Alitalia five seven
LSZH_ZURICH_Tower_118_1MHz_20210414_101150,TRUE,0.0833,1.0833,1.0833,hotel delta lima contact aprn one two one decimal eight five five,HOTEL CHARLIE contact one two one decimal eight five five,HOTEL CHARLIE contact one two one decimal eight five five,,contact,contact,HOTEL CHARLIE,HOTEL CHARLIE
LSZH_ZURICH_Tower_118_1MHz_20210414_112229,TRUE,0.15,1,0.25,turkish six three two nine wind zero seven zero degrees one three qusting two zero knots runway one,TURKISH AIRFORCE wind zero seven zero degrees one three,Turkish six three two nine cleared for takeoff zero seven zero degrees one three gusting two zero knots runway one,,wind,cleared for takeoff,TURKISH AIRFORCE,Turkish six three two nine
LSZH_ZURICH_Tower_118_1MHz_20210414_112539,TRUE,0.1364,0.6818,0.6818,qatari zero two mike contact za juliett cross runway one zero contact atron one two one decimal seven five five good bye,runway one zero AIR MIKE contact runway one zero at two one decimal seven five five,runway one zero AIR MIKE contact runway one zero at two one decimal seven five five,,contact,contact,AIR MIKE,AIR MIKE
LSZH_ZURICH_Tower_118_1MHz_20210414_112558,TRUE,0.3,1,0.95,apfort turgo nine three one charlie contact departure good bye depaharture bye airpoart nine thoe one charlie thank you,Zurich Tower AIRGO contact,goodbye ARGOS 931 Charlie contact,,contact,contact,AIRGO,ARGOS 931 Charlie
LSZH_ZURICH_Tower_118_1MHz_20210414_112740,TRUE,0.2,0.4,0.4,rollerm rock three five two contact oapr one two one decimal eight five five good bye one two one decimal eight five five good bye eo three five two onee,##r rock three five two contact ##r one two one decimal eight five five one two one decimal eight five five ##e,##r rock three five two contact ##r one two one decimal eight five five one two one decimal eight five five ##e,,contact,contact,rock three five two,rock three five two
LSZH_ZURICH_Tower_118_1MHz_20210414_123120,TRUE,0.0667,1.0667,0.6,hotel india victor after whiskey two join vide right base runway one zero number one,after whiskey two HOTEL TANGO join after whiskey two vide right base runway one zero number one,Hotel India Victor join via right base runway one zero after whiskey two vide right base runway one zero number one,,join,join via right base,HOTEL TANGO,Hotel India Victor
LSZH_ZURICH_Tower_118_1MHz_20210414_125040,TRUE,0.1875,0.625,0.75,rolem three five two zeri tower good afternoon line up runway one zero report ready,Zurich Tower good afternoon rolem three five two line up runway one zero ready,good afternoon Rolem 352 line up and wait runway 10 runway one zero ready,,line up,line up and wait,rolem three five two,Rolem 352
LSZH_ZURICH_Tower_118_1MHz_20210414_133203,TRUE,0.12,0.88,0.72,emirates eight eight wind zero four zero crees nine knots runway one zero cleared for takeoff cleared for takeoff one zero emirates  eight eight,EMIRATES cleared for takeoff zero four zero crees nine knots runway one zero one zero,Emirates 88 cleared for takeoff zero four zero degrees nine knots runway 10 one zero,,cleared for takeoff,cleared for takeoff,EMIRATES,Emirates 88
LSZH_ZURICH_Tower_118_1MHz_20210414_135448,TRUE,0.4545,0.5455,0.9091,odxray vacat r and to the right and contact apren one to one decimal seven five five,r vacat r and to the right apr one to one decimal seven five five,Oscar Delta X-ray vacate right and contact one two one decimal seven five five r and to the right apr one to one decimal seven five five,,vacat,vacate right and contact,,Oscar Delta X-ray
LSZH_ZURICH_Tower_118_1MHz_20210414_140139,TRUE,0.1818,0.7727,0.6364,hotel whiskey whisky affirm vacate next right into taxray hotel two and contact r one two one decimal eight five five,hotel two HOTEL CHARLIE af hotel two r one two one decimal eight five five,Hotel Whiskey vacate next right into taxiway Hotel two one two one decimal eight five five hotel two r one two one decimal eight five five,,af,vacate next right into taxiway Hotel two,HOTEL CHARLIE,Hotel Whiskey
LSZH_ZURICH_Tower_118_1MHz_20210414_142643,TRUE,0.1,0.65,0.65,swiss two one eight romeo can we vacate via hotel two swiss two one eight romeo affirm vacat os convenient,via hotel two swiss two one eight romeo va via hotel two os convenient,Swiss 218 Romeo vacate via hotel two os convenient,,va,vacate,swiss two one eight romeo,Swiss 218 Romeo
LSZH_ZURICH_Tower_118_1MHz_20210414_144013,TRUE,0.2222,1,0.5556,tango kilo alfa wind zero four degrees one zero knots runway one zero cleared for takeoff,TANGO LIMA cleared for takeoff zero four degrees one zero knots runway one zero,Tango Kilo Alfa cleared for takeoff zero four degrees one zero knots runway one zero,,cleared for takeoff,cleared for takeoff,TANGO LIMA,Tango Kilo Alfa
LSZH_ZURICH_Tower_118_1MHz_20210414_153107,TRUE,0.375,0.5833,1.4167,swizz air frorce five two one tower qre and runway three four and left vi then lima holding point runmway one zero,Zurich Tower SWISS qre and runway three four and left vi then lima holding point one zero,SWISSAIR FORCE FIVE TWO ONE hold at holding point Runway 10 qre and runway three four and left vi then lima holding point one zero,,,hold at holding point,SWISS,SWISSAIR FORCE FIVE TWO ONE
LSZH_ZURICH_Tower_118_1MHz_20210414_153211,TRUE,0.9,0.8,1.2,wic four nine two after landing vacated on thecrtion cop four nine two,the wi after landing vacated on the,WISCAIR 492 after landing vacate the,,after landing vacated on,after landing vacate,wi,WISCAIR 492
LSZH_ZURICH_Tower_118_1MHz_20210414_160105,TRUE,0.0769,0.9615,0.5385,hotel yankee hotel wind zero fourzer degrees one one knots runway one zero cleared to land runway one zero cleared to land hotel yankee hotel,runway one zero HOTEL TANGO cleared to land zero fourzer degrees one one knots runway one zero runway one zero,Hotel Yankee Hotel cleared to land zero four zero degrees one one knots runway 10 runway one zero,,cleared to land,cleared to land,HOTEL TANGO,Hotel Yankee Hotel
LSZH_ZURICH_Tower_118_1MHz_20210414_161146,TRUE,0.0714,1.1429,1.1429,holti bravo charlie lima hotel via echo line up and wait runway one zero,via echo PHOTO CHARLIE line up and wait via echo runway one zero,via echo PHOTO CHARLIE line up and wait via echo runway one zero,,line up and wait,line up and wait,PHOTO CHARLIE,PHOTO CHARLIE
LSZH_ZURICH_Tower_118_1MHz_20210414_162532,TRUE,0.2857,0.5714,0.7857,astn seven eight juliett mike zero two zero degrees one three hundred,ASPAR zero two zero degrees one three hundred,ASTRAVIA 78 zero two zero degrees one three hundred,,,,ASPAR,ASTRAVIA 78
LSZH_ZURICH_Tower_118_1MHz_20210414_173215,TRUE,0.1176,1.1765,0.3529,hote lima hotel wid zero one zero degrees one zero knots runway one zero cleared to land,wi LIMAIR EXPRESS cleared to land zero one zero degrees one zero knots runway one zero wi,Hotel Lima Hotel cleared to land zero one zero degrees one zero knots runway one zero wi,,cleared to land,cleared to land,LIMAIR EXPRESS,Hotel Lima Hotel
LSZH_ZURICH_Tower_118_1MHz_20210414_180614,TRUE,0.0909,0.4545,0.9091,oz four six five tower hello line up runway one zero,Zurich Tower oz four six five line up runway one zero,hello OZ 465 line up and wait Runway 10 runway one zero,,line up,line up and wait,oz four six five,OZ 465
LSZH_ZURICH_Tower_118_1MHz_20210416_130649,TRUE,0.4762,0.9524,0.9524,hotel l papa hotel delco unknown vofor traffic without altidude indicaion t elfa two miles crossing left tor right,Zurich Tower HOTEL CHARLIE cross unknown traffic without altidude indicaion t elfa two miles crossing left tor right,Zurich Tower HOTEL CHARLIE cross unknown traffic without altidude indicaion t elfa two miles crossing left tor right,,cross,cross,HOTEL CHARLIE,HOTEL CHARLIE
LSZH_ZURICH_Tower_118_1MHz_20210416_133803,TRUE,0.3333,1.25,0.5833,hotobravo sierra delta foxtrot tamelo line up runway one zero,runway one zero CAPITAL DELTA line up runway one zero,Hotel Bravo Sierra Delta Foxtrot line up and wait runway one zero runway one zero,,line up,line up and wait,CAPITAL DELTA,Hotel Bravo Sierra Delta Foxtrot
LSZH_ZURICH_Tower_118_1MHz_20210416_174125,TRUE,0.2857,0.5,0.7143,hello noustrm eight seven whiskey bravo direct tarlo line up runway one zero,runway one zero ##rm eight seven whiskey bravo direct runway one zero,hello Noustrum 87 Whiskey Bravo line up and wait runway 10 runway one zero,,direct,line up and wait,##rm eight seven whiskey bravo,Noustrum 87 Whiskey Bravo
LSZH_ZURICH_Tower_118_1MHz_20210418_101741,TRUE,1,1.8182,1.0909,swiss three three two behind chalnger line up two eight be hind the line up t gh two threwetw,Bern Ground SWISS AIR FORCE line up behind two eight t gh two ##etw,Swiss 332 line up and wait runway 28 behind two eight t gh two ##etw,,line up,line up and wait,SWISS AIR FORCE,Swiss 332
LSZH_ZURICH_Tower_118_1MHz_20210418_102439,TRUE,0.1905,0.619,0.619,otel bravo yankee juliett golf good afternoon behind lining up eaz twenty four line up runway two eight behind,eaz twenty four good afternoon ##el bravo yankee juliett golf lining up eaz twenty four runway two eight behind,good afternoon Hotel Bravo Yankee Juliet Golf line up and wait runway 28 eaz twenty four runway two eight behind,,lining up,line up and wait,##el bravo yankee juliett golf,Hotel Bravo Yankee Juliet Golf
LSZH_ZURICH_Tower_118_1MHz_20210418_131615,TRUE,0.2857,1.2857,0.7143,hotel bravo victor roger after whiskey one proceed o bravo victor,Zurich Tower HOTEL CHARLIE proceed after whiskey one o bravo victor,Hotel Bravo Victor line up and wait runway 01 after whiskey one o bravo victor,,proceed,line up and wait,HOTEL CHARLIE,Hotel Bravo Victor
LSZH_ZURICH_Tower_118_1MHz_20210418_155559,TRUE,0.625,0.875,0.875,paawhiskey zulu palfa tower hello rout echo clearance limit echo toa,Zurich Tower zulu echo ##a,Zurich Tower zulu echo ##a,,,,zulu,zulu
LSZH_ZURICH_Tower_118_1MHz_20210422_110047,TRUE,0.2308,0.6154,1,reon in case still with me you may leave the frequency,you may leave the frequency,Reon frequency change,,you may leave the frequency,frequency change,,Reon
LSZH_ZURICH_Tower_118_1MHz_20210424_064001,TRUE,0.6875,0.875,0.875,o uniform uniform contact departue  julio towe uniform uniform,Zurich Tower o uniform uniform contact,Zurich Tower o uniform uniform contact,,contact,contact,o uniform uniform,o uniform uniform
LSZH_ZURICH_Tower_118_1MHz_20210424_080552,TRUE,0.5625,0.625,0.625,abravo papa papa oscar echo tower go ahead,Zurich Tower abravo papa papa oscar echo,Zurich Tower abravo papa papa oscar echo,,,,abravo papa papa oscar echo,abravo papa papa oscar echo
