file,segment_id,start,end,gold_text,gold_clean_text
YSSY_SYDNEY_Tower_120_5MHz_20210502_043414.xml,0,0,2.08,[#unnamed]Sydney tower good day[/#unnamed] [#callsign]Qantas Five Twenty Niner[/#callsign],Sydney tower good day Qantas Five Twenty Niner
YSSY_SYDNEY_Tower_120_5MHz_20210502_043414.xml,1,2.12,4.34,[#callsign]Qantas Five Twenty Niner[/#callsign] [#unnamed]Sydney tower[/#unnamed],Qantas Five Twenty Niner Sydney tower
LSZH_ZURICH_Tower_118_1MHz_20210414_135448.xml,0,0.11,7.5,[#callsign]Hotel Hotel X-ray [/#callsign] [#command]vacacated at[/#command] [#value]zero and to the right[/#value] and [#command]contact[/#command] [#unnamed]apron[/#unnamed] [#value]one two one decimal seven five five[/#value] [#unnamed]bye bye[/#unnamed],Hotel Hotel X-ray  vacacated at zero and to the right and contact apron one two one decimal seven five five bye bye
LZIB_STEFANIK_Tower_118_3MHz_20210423_120826.xml,0,0,5.87,[#callsign]Slovak Airforce [hes] Seven Four Four Five[/#callsign] [#command]frequency change approved[/#command] [NE Slovak] dopočutia pekný let [/NE],Slovak Airforce [hes] Seven Four Four Five frequency change approved [NE Slovak] dopočutia pekný let [/NE]
LSZH_ZURICH_Tower_118_1MHz_20210412_194406.xml,0,0.11,3.65,[#callsign]Fraction Two Five Zero Foxtrot[/#callsign] [#command]descend[/#command] [#value]flight level nine zero[/#value],Fraction Two Five Zero Foxtrot descend flight level nine zero
LSGS_SION_Tower_118_3MHz_20210503_163156.xml,0,0.19,1.76,[#command]affirm[/#command] [#callsign]Nav Checker Five Papa One[/#callsign],affirm Nav Checker Five Papa One
LSGS_SION_Tower_118_3MHz_20210503_163156.xml,1,1.76,2.46,[#unnamed]roger[/#unnamed],roger
LSZB_BERN_Approach_127_3MHz_20210416_132948.xml,0,0,3.34,[#callsign]Hotel Golf Yankee[/#callsign] [#unnamed]we appreciate the shortcut[/#unnamed],Hotel Golf Yankee we appreciate the shortcut
LSZB_BERN_Approach_127_3MHz_20210416_132948.xml,1,3.42,5.87,[#callsign]Hotel Golf Yankee[/#callsign] [#unnamed]roger report your program[/#unnamed] [#value]in Bern[/#value],Hotel Golf Yankee roger report your program in Bern
LSGS_SION_Ground_Control_121_7MHz_20210505_115427.xml,0,0.12,4.45,[#callsign]Heli Hotel Yankee [/#callsign] [#unnamed]wind[/#unnamed]    [#value]two four zero degrees[/#value]       [#value]one five knots five two two five[/#value] [#command]landing on discretion[/#command],Heli Hotel Yankee  wind    two four zero degrees       one five knots five two two five landing on discretion
LSGS_SION_Ground_Control_121_7MHz_20210505_115427.xml,1,4.88,7.88,[#command]landing on discretion[/#command] [#value]five two two five[/#value] [#callsign] Hotel Yankee[/#callsign],landing on discretion five two two five  Hotel Yankee
LSGS_SION_Ground_Control_121_7MHz_20210502_060221.xml,0,0.19,1.85,[#command]takeoff[/#command] [#value]Sierra number one[/#value],takeoff Sierra number one
LSGS_SION_Ground_Control_121_7MHz_20210502_060221.xml,1,2.77,4.18,[#value]number one[/#value] [#callsign]Hotel Echo X-ray[/#callsign],number one Hotel Echo X-ray
LSZH_ZURICH_ApronS_121_75MHz_20210414_144341.xml,0,0,4.72,[#callsign]Delta Tango Tango[/#callsign] [#command]taxi via[/#command] [#value]alpha echo six[/#value] [#command]hold short of[/#command] [#value]runway one six[/#value],Delta Tango Tango taxi via alpha echo six hold short of runway one six
YSSY_SYDNEY_Tower_120_5MHz_20210503_075426.xml,0,0.24,4.2,[#unnamed]hello Sydney good evening[/#unnamed] [#callsign]Jetstar Four Seventy Five[/#callsign] [#command]climbing[/#command] [#value]flight level two eight zero[/#value],hello Sydney good evening Jetstar Four Seventy Five climbing flight level two eight zero
LSGS_SION_Ground_Control_121_7MHz_20210503_071945.xml,0,0.12,9.46,[#callsign]Tango Three Six Five[/#callsign] [#unnamed]Sion tower hello QHN[/#unnamed] [#value]one zero two three[/#value] [#command]report[/#command] [#value]hotel november runway two five in use[/#value],Tango Three Six Five Sion tower hello QHN one zero two three report hotel november runway two five in use
LSGS_SION_Ground_Control_121_7MHz_20210503_071945.xml,1,10,14.22,[#unnamed]Sion[/#unnamed] [#value]two three runway two five[/#value] [#command]next[/#command] [#value]hotel november[/#value] for [#callsign]Three Six Five[/#callsign],Sion two three runway two five next hotel november for Three Six Five
LSZB_BERN_Approach_127_3MHz_20210414_061440.xml,0,0,3.76,[#callsign]Quadriga One Six Three Foxtrot[/#callsign] [#command]descend to[/#command] [#value]flight level seven zero[/#value],Quadriga One Six Three Foxtrot descend to flight level seven zero
LSZH_ZURICH_Tower_118_1MHz_20210414_085908.xml,0,0,4.04,[#unnamed]Zurrich tower hello then[/#unnamed] [#callsign]Arrow Jet Six Zero One[/#callsign] [#value]on foxtrot[/#value],Zurrich tower hello then Arrow Jet Six Zero One on foxtrot
LSZH_ZURICH_Tower_118_1MHz_20210414_085908.xml,1,4.04,9.28,[#callsign]Arrow Jet Six Zero One[/#callsign] [#unnamed]tower[/#unnamed] [#value]on Foxtrot[/#value] [#command]cross[/#command] [#value]runway one zero[/#value] [#command]contact[/#command] [#unnamed]apron[/#unnamed] [#value]one two one decimal seven five five[/#value] [#command]sorry[/#command],Arrow Jet Six Zero One tower on Foxtrot cross runway one zero contact apron one two one decimal seven five five sorry
LSZH_ZURICH_Tower_118_1MHz_20210414_085908.xml,2,9.31,12.15,[#value]on Foxtrot[/#value] [#command]cross[/#command] [#value]runway one zero one two one seven five[/#value],on Foxtrot cross runway one zero one two one seven five
LSZH_ZURICH_Tower_118_1MHz_20210414_085908.xml,3,12.15,14.51,[#callsign]Alitalia five seven two[/#callsign] [XT],Alitalia five seven two [XT]
YSSY_SYDNEY_Tower_120_5MHz_20210502_235050.xml,0,0,3.24,[#unnamed]tower[/#unnamed] [#callsign]Viet Nam Seven Seven Three[/#callsign] [#unnamed]good morning[/#unnamed],tower Viet Nam Seven Seven Three good morning
YSSY_SYDNEY_Tower_120_5MHz_20210502_235050.xml,1,3.24,9.09,[#callsign]Viet Nam Seven Seven Three heavy[/#callsign] [#unnamed]Sydney tower good morning[/#unnamed] [#command]continue approach[/#command] [#unnamed]threshold wind[/#unnamed]    [#value]two seven zero degrees[/#value]  [#value]seven knots[/#value],Viet Nam Seven Seven Three heavy Sydney tower good morning continue approach threshold wind    two seven zero degrees  seven knots
LKPR_RUZYNE_Radar_120_520MHz_20201026_130708.xml,0,0,6.4,[#callsign]Air France One Zero Eight Zulu[/#callsign] [#unnamed]standby now[/#unnamed] [#command]descend to[/#command] [hes] [#command]descend[/#command] [#value]flight level seven zero[/#value],Air France One Zero Eight Zulu standby now descend to [hes] descend flight level seven zero
LKPR_RUZYNE_Radar_120_520MHz_20201026_130708.xml,1,6.59,8.59,[#callsign]Air France One Zero Eight Zulu[/#callsign],Air France One Zero Eight Zulu
YSSY_SYDNEY_Tower_120_5MHz_20210502_012942.xml,0,0.56,2.04,[#unnamed]tower[/#unnamed] [#callsign]Jetstar Seven Six Three[/#callsign],tower Jetstar Seven Six Three
YSSY_SYDNEY_Tower_120_5MHz_20210502_012942.xml,1,2.25,3.92,[#callsign]Jetstar Seven Six Three[/#callsign] [#unnamed]Sydney ciao[/#unnamed],Jetstar Seven Six Three Sydney ciao
YSSY_SYDNEY_Tower_120_5MHz_20210502_080227.xml,0,0,5.34,[#command]vacate[/#command] [#value] golf[/#value]    [#value]runway three four left[/#value] [#command]cleared to land[/#command] [#callsign]Air China Six One Three[/#callsign],vacate  golf    runway three four left cleared to land Air China Six One Three
LKPR_RUZYNE_Radar_120_520MHz_20201029_151332.xml,0,0.73,8.01,[#callsign]Oscar Kilo Mike Charlie Charlie[/#callsign] [#unnamed]Praha Radar[/#unnamed] [#unnamed] [NE Czech] dobry den [/NE][/#unnamed] you are [#command]identified[/#command]    [#value]flight level seven zero[/#value]  [#value]after Baltu[/#value] [#command]proceed to[/#command] [#value]Benesov[/#value],Oscar Kilo Mike Charlie Charlie Praha Radar  [NE Czech] dobry den [/NE] you are identified    flight level seven zero  after Baltu proceed to Benesov
LSGS_SION_Ground_Control_121_7MHz_20210502_071049.xml,0,0.28,5.57,[#unnamed]Sion tower bonjour[/#unnamed] [#callsign]Bair Nine Five[/#callsign] [#command]now establish on the ILS[/#command] [#value]runway two five[/#value],Sion tower bonjour Bair Nine Five now establish on the ILS runway two five
LSZH_ZURICH_ApronS_121_75MHz_20210414_181316.xml,0,0.35,4.2,[#callsign]Lot Four Two Zero[/#callsign] [#command]contact[/#command] [#unnamed]ground[/#unnamed] [#value]one two one decimal nine zero five[/#value] [#unnamed]good bye[/#unnamed],Lot Four Two Zero contact ground one two one decimal nine zero five good bye
YSSY_SYDNEY_Tower_120_5MHz_20210503_223154.xml,0,0,4.44,[#callsign]Jetstar Seven Six One[/#callsign] [#unnamed]wind[/#unnamed]  [#value]is calm[/#value]    [#value]runway one six right[/#value] [#command]cleared to land[/#command],Jetstar Seven Six One wind  is calm    runway one six right cleared to land
YSSY_SYDNEY_Tower_120_5MHz_20210503_223154.xml,1,4.44,7.21,[#command]cleared to land[/#command] [#value]one six right[/#value] [#callsign]Jetstar Seven Sixty One[/#callsign],cleared to land one six right Jetstar Seven Sixty One
LSZH_ZURICH_ApronS_121_75MHz_20210414_160214.xml,0,0,4.59,[#callsign]Fraction Four Nine Eight Alpha[/#callsign] [#command]hold position[/#command] [#unnamed]there will be crossing traffic[/#unnamed] [#command]i call you back[/#command],Fraction Four Nine Eight Alpha hold position there will be crossing traffic i call you back
LSGS_SION_Tower_118_3MHz_20210422_093222.xml,0,0.12,1.74,[#command]looking out[/#command] [#callsign]Hotel Oscar Delta[/#callsign],looking out Hotel Oscar Delta
LSGS_SION_Ground_Control_121_7MHz_20210502_062628.xml,0,0.1,2.36,[#callsign]Hotel Echo X-ray[/#callsign] [#unnamed]number one[/#unnamed] [#command]report[/#command] [#value]final[/#value],Hotel Echo X-ray number one report final
LSGS_SION_Ground_Control_121_7MHz_20210502_062628.xml,1,2.76,4.82,[#unnamed]number one[/#unnamed] [#command]report[/#command] [#value]final[/#value] [#callsign]Hotel Echo X-ray[/#callsign],number one report final Hotel Echo X-ray
LSZB_BERN_Approach_127_3MHz_20210415_142653.xml,0,0,5.74,[#callsign]Delta Papa Delta[/#callsign] [#unnamed]roger identified[/#unnamed] the [#command]crossing is approved[/#command] [#unnamed]QNH[/#unnamed] [#value]one zero two one[/#value],Delta Papa Delta roger identified the crossing is approved QNH one zero two one
LSGS_SION_Ground_Control_121_7MHz_20210503_140302.xml,0,0.23,5.48,[#callsign]Hotel Bravo Golf Kilo[/#callsign]   [#command]Echo [/#command] [#value]one four thousand feet[/#value],Hotel Bravo Golf Kilo   Echo  one four thousand feet
LSGS_SION_Ground_Control_121_7MHz_20210503_140302.xml,1,5.7,8.24,[#callsign]Golf Kilo[/#callsign] [#unnamed]thank you[/#unnamed] [#command]continue descend report[/#command] [#value]echo two[/#value],Golf Kilo thank you continue descend report echo two
LSZB_BERN_Tower_121_0MHz_20210415_140747.xml,0,0,2.99,[#callsign]Hotel Papa Golf[/#callsign] [#unnamed]turning base[/#unnamed] [#value]runway three two[/#value],Hotel Papa Golf turning base runway three two
LSZB_BERN_Tower_121_0MHz_20210415_140747.xml,1,3.16,7.56,[#callsign]Hotel Papa Golf[/#callsign] [#unnamed]wind[/#unnamed]    [#value]zero four zero degrees[/#value]  [#value]eight knots[/#value]   [#value]runway three two[/#value] [#command]cleared to land[/#command],Hotel Papa Golf wind    zero four zero degrees  eight knots   runway three two cleared to land
LSZB_BERN_Tower_121_0MHz_20210415_140747.xml,2,7.7,9.71,[#value]three two[/#value] [#command]cleared to land[/#command] [#callsign]Hotel Papa Golf[/#callsign],three two cleared to land Hotel Papa Golf
LSGS_SION_Tower_118_3MHz_20210415_131439.xml,0,0.16,2.59,[#callsign]Hotel Bravo Kilo Echo X-ray[/#callsign] [#value]exercises[/#value] [#command]is approved[/#command],Hotel Bravo Kilo Echo X-ray exercises is approved
LSZH_ZURICH_ApronS_121_75MHz_20210414_160339.xml,0,0,4.33,[#unnamed]I guess[/#unnamed] [#value]six three zero[/#value] [#command]taxi via[/#command] [#value]november echo seven[/#value] [#command]hold short of[/#command] [#value]runway one six[/#value],I guess six three zero taxi via november echo seven hold short of runway one six
LZIB_STEFANIK_Tower_118_3MHz_20210427_162200.xml,0,0,4.03,[#callsign]Bair Seven One Two[/#callsign] [#command]taxi via[/#command] [#value]delta[/#value] [#command]line up[/#command] [#value]runway zero four[/#value],Bair Seven One Two taxi via delta line up runway zero four
LZIB_STEFANIK_Tower_118_3MHz_20210427_162200.xml,1,4.09,6.61,[#value]via delta[/#value] [#command]line up[/#command] [#value]zero four[/#value] [#callsign]Bair Seven One Two[/#callsign],via delta line up zero four Bair Seven One Two
LZIB_STEFANIK_Tower_118_3MHz_20210426_132814.xml,0,0,9.71,[#unnamed]stefanik tower[/#unnamed] [#callsign]Top Jet Four Zero One[/#callsign] [#unnamed] [Ne Slovak] dobrý deň [/Ne][/#unnamed] [#unnamed]apron[/#unnamed] [#value]charlie in front of the hangar[/#value] [#command]ready for startup cleared[/#command] [#value]destination Ostrava [hes] lima[/#value]  [#unnamed]on board[/#unnamed] [#unnamed] QNH[/#unnamed] [#value]one zero one seven[/#value],stefanik tower Top Jet Four Zero One  [Ne Slovak] dobrý deň [/Ne] apron charlie in front of the hangar ready for startup cleared destination Ostrava [hes] lima  on board  QNH one zero one seven
YSSY_SYDNEY_Tower_120_5MHz_20210503_055244.xml,0,0,3.88,[#unnamed]tower[/#unnamed] [#callsign]Bauhinia Two Zero One Seven[/#callsign] [#command]established ILS[/#command] [#value]three four left[/#value],tower Bauhinia Two Zero One Seven established ILS three four left
LSZH_ZURICH_Tower_118_1MHz_20210413_053348.xml,0,0.18,2.48,[#callsign]Air Canada Seven Two One Six[/#callsign] [#unnamed]when did you see the lights[/#unnamed],Air Canada Seven Two One Six when did you see the lights
LSZH_ZURICH_Tower_118_1MHz_20210414_142643.xml,0,0.13,2.76,[#callsign]Swiss Two One Eight Romeo[/#callsign] can we [#command]vacate[/#command] [#value]via  hotel  two[/#value],Swiss Two One Eight Romeo can we vacate via  hotel  two
LSZH_ZURICH_Tower_118_1MHz_20210414_142643.xml,1,2.97,5.96,[#callsign]Swiss Two One Eight Romeo [/#callsign] [#command]affirm vacated[/#command] [#value]as convenient[/#value],Swiss Two One Eight Romeo  affirm vacated as convenient
LSGS_SION_Ground_Control_121_7MHz_20210502_114312.xml,0,0.19,6.18,[#callsign]November Hotel Juliett[/#callsign] [#command]vacate[/#command] [#value]next left intersection golf[/#value] and then [#command]taxi to[/#command] [#value]holding point delta[/#value],November Hotel Juliett vacate next left intersection golf and then taxi to holding point delta
LZIB_STEFANIK_Tower_118_3MHz_20210505_093242.xml,0,0,5.87,[#unnamed]Stefanik tower[/#unnamed]     [#unnamed][NE Slovak] dobrý deň [/NE][/#unnamed] [#callsign]Elite Jet Eight Zero One[/#callsign] [#command]crossing[/#command] [#value]two right base runway one three[/#value],Stefanik tower     [NE Slovak] dobrý deň [/NE] Elite Jet Eight Zero One crossing two right base runway one three
LSZH_ZURICH_ApronS_121_75MHz_20210414_095157.xml,0,0.18,4.76,[#callsign]KLM Nine Four Foxtrot[/#callsign] [#value]on echo seven[/#value] [#command]hold short of[/#command] [#value]runway one six[/#value],KLM Nine Four Foxtrot on echo seven hold short of runway one six
LSZH_ZURICH_ApronN_121_85MHz_20210414_081643.xml,0,0.07,2.63,[#callsign]Turkish Two Seven X-ray[/#callsign] [#unnamed]Tower[/#unnamed] [#value]one one eight one[/#value] [#unnamed]bye bye[/#unnamed],Turkish Two Seven X-ray Tower one one eight one bye bye
LSZB_BERN_Tower_121_0MHz_20210414_162817.xml,0,0,3.37,[#callsign]Hotel Oscar[/#callsign] [#unnamed]QNH[/#unnamed] [#value]one zero three[/#value] [#unnamed]taxi[/#unnamed] [#value]three two intersection foxtrot[/#value],Hotel Oscar QNH one zero three taxi three two intersection foxtrot
LSZH_ZURICH_ApronS_121_75MHz_20210414_092130.xml,0,0,5.36,[#callsign]Turkish Three Whiskey Quebec[/#callsign] [#command]taxi via[/#command] [#value]echo and echo seven[/#value] [#command]hold short of[/#command] [#value]runway one six[/#value],Turkish Three Whiskey Quebec taxi via echo and echo seven hold short of runway one six
YSSY_SYDNEY_Tower_120_5MHz_20210503_075331.xml,0,0.2,2.08,[#unnamed]Sydney tower[/#unnamed] [#callsign]Rex Sixty Four Seventy Two[/#callsign],Sydney tower Rex Sixty Four Seventy Two
YSSY_SYDNEY_Tower_120_5MHz_20210503_075331.xml,1,2.24,4.46,[#callsign]Rex Sixty Four Seventy Two[/#callsign] [#unnamed]Sydney tower[/#unnamed],Rex Sixty Four Seventy Two Sydney tower
LKTB_BRNO_Approach-Radar_127_350MHz_20201028_132938.xml,0,0,2,[#callsign]Oscar Tango Charlie[/#callsign] [#unnamed]roger[/#unnamed],Oscar Tango Charlie roger
LKTB_BRNO_Approach-Radar_127_350MHz_20201028_132938.xml,1,2,7.98,[#callsign]Oscar Kilo Kilo Kilo Whiskey[/#callsign] [hes] [#unnamed]information mike QNH[/#unnamed] [#value]one zero one six[/#value] [#unnamed]Tumka Four Charlie arrival[/#unnamed],Oscar Kilo Kilo Kilo Whiskey [hes] information mike QNH one zero one six Tumka Four Charlie arrival
LKPR_RUZYNE_Radar_120_520MHz_20201028_072404.xml,0,0,3,[#callsign]Oscar Kilo Tango Oscar Papa[/#callsign] [#command]proceed[/#command] [#value]direct Lanux[/#value],Oscar Kilo Tango Oscar Papa proceed direct Lanux
LKPR_RUZYNE_Radar_120_520MHz_20201028_072404.xml,1,3,6.08,[hes] [#value]direct Lanux[/#value] [#callsign]Oscar Kilo Tango Oscar Papa[/#callsign],[hes] direct Lanux Oscar Kilo Tango Oscar Papa
LSZB_BERN_Tower_121_0MHz_20210413_161649.xml,0,0,4.97,[#callsign]November Mike Alpha[/#callsign] [#command]vacate via[/#command] [#value]charlie[/#value] and [hes] [#unnamed]how long do you stay[/#unnamed],November Mike Alpha vacate via charlie and [hes] how long do you stay
LSGS_SION_Ground_Control_121_7MHz_20210423_142801.xml,0,0.2,3.06,[#callsign]Hotel Alpha Lima Echo One[/#callsign] [#value]four thousand six hundred feet[/#value],Hotel Alpha Lima Echo One four thousand six hundred feet
LSGS_SION_Ground_Control_121_7MHz_20210423_142801.xml,1,3.81,5.15,[#callsign]Hotel Delta Lima[/#callsign] [#command]report[/#command] [#value]echo two[/#value],Hotel Delta Lima report echo two
LSGS_SION_Ground_Control_121_7MHz_20210502_065622.xml,0,0.16,3.12,[#callsign]Hotel Echo X-ray[/#callsign] [#command]descending[/#command] [#value]two five for full stop[/#value],Hotel Echo X-ray descending two five for full stop
LSGS_SION_Tower_118_3MHz_20210505_132607.xml,0,0.4,2.1,[#callsign]helicopter Heli Victor Oscar[/#callsign] [#unnamed]good afternoon[/#unnamed],helicopter Heli Victor Oscar good afternoon
LSGS_SION_Tower_118_3MHz_20210505_132607.xml,1,2.31,3.37,[#callsign]Victor Oscar[/#callsign] [#unnamed]good afternoon[/#unnamed],Victor Oscar good afternoon
LSGS_SION_Ground_Control_121_7MHz_20210502_164322.xml,0,0.11,2.54,[#callsign]Hotel Papa Mike[/#callsign] [#unnamed]perfect thank you very much[/#unnamed],Hotel Papa Mike perfect thank you very much
LSGS_SION_Ground_Control_121_7MHz_20210502_164322.xml,1,3,5.12,[#unnamed]thank you very  much[/#unnamed] [#callsign]Hotel Papa Mike[/#callsign],thank you very  much Hotel Papa Mike
LSZH_ZURICH_Tower_118_1MHz_20210418_131615.xml,0,0,3.84,[#callsign]Hotel Bravo Victor[/#callsign] [#unnamed]roger[/#unnamed] [#value]after whiskey one[/#value] [#command]proceed direct[/#command] [#value]Sierra[/#value],Hotel Bravo Victor roger after whiskey one proceed direct Sierra
LSZH_ZURICH_Tower_118_1MHz_20210418_131615.xml,1,3.84,6.13,[#unnamed]vilco[/#unnamed] [#callsign]Hotel Bravo Victor[/#callsign],vilco Hotel Bravo Victor
LZIB_STEFANIK_Tower_118_3MHz_20210430_155946.xml,0,0,3.85,[#callsign]Oscar Kilo Alpha Golf Lima[/#callsign] [#unnamed]squad[/#unnamed] [#value]four six seven four six[/#value],Oscar Kilo Alpha Golf Lima squad four six seven four six
LZIB_STEFANIK_Tower_118_3MHz_20210430_155946.xml,1,3.85,5.07,[#value]six seven four six[/#value],six seven four six
YSSY_SYDNEY_Tower_120_5MHz_20210501_090436.xml,0,0,6.03,[#unnamed]Sydney tower evening[/#unnamed] [#callsign]Qantas Seventy Seven Zero One[/#callsign] now [#value]at three international[/#value],Sydney tower evening Qantas Seventy Seven Zero One now at three international
LSZB_BERN_Tower_121_0MHz_20210414_063757.xml,0,0,3.64,[#callsign]Hotel Whiskey Alpha[/#callsign] [#unnamed]wind is calm[/#unnamed] [#value]runway one four[/#value] [#command]cleared for takeoff[/#command],Hotel Whiskey Alpha wind is calm runway one four cleared for takeoff
LSGS_SION_Ground_Control_121_7MHz_20210503_150149.xml,0,0.15,5.22,[noise] break break [#callsign]Mosquito One Five Bravo[/#callsign]    [#value]two five zero degrees[/#value]   [#value]one zero knots[/#value]   [#value]runway two five[/#value] [#command]cleared to land[/#command],[noise] break break Mosquito One Five Bravo    two five zero degrees   one zero knots   runway two five cleared to land
LSGS_SION_Ground_Control_121_7MHz_20210503_150149.xml,1,5.9,7.96,[#command]cleared to land[/#command] [#value]runway two five[/#value] [#callsign]Mosquito One Five Bravo[/#callsign],cleared to land runway two five Mosquito One Five Bravo
LSGS_SION_Ground_Control_121_7MHz_20210503_142210.xml,0,0.07,1.93,[#unnamed]thank you very much[/#unnamed] [#callsign]Hotel Golf Kilo[/#callsign],thank you very much Hotel Golf Kilo
LSZB_BERN_Tower_121_0MHz_20210413_132952.xml,0,0.56,4.68,[#unnamed]thank you[/#unnamed] [#command]break break[/#command] [#callsign]Hotel Golf Oscar[/#callsign] [#unnamed]helicopter[/#unnamed] [#value]on your right hand side[/#value] [#unnamed]we will cross behind you[/#unnamed],thank you break break Hotel Golf Oscar helicopter on your right hand side we will cross behind you
LSZB_BERN_Tower_121_0MHz_20210413_132952.xml,1,5.05,6.38,[NE-German] unk [/NE] [#callsign]Hotel Golf Oscar[/#callsign],[NE-German] unk [/NE] Hotel Golf Oscar
LSGS_SION_Tower_118_3MHz_20210421_082534.xml,0,0.11,2.54,[#callsign]Hotel Bravo Whiskey Zulu Hotel[/#callsign] [#unnamed]Sion Tower[/#unnamed] [#command]report[/#command],Hotel Bravo Whiskey Zulu Hotel Sion Tower report
LSZB_BERN_Approach_127_3MHz_20210419_091544.xml,0,0,3.5,[#callsign]Hotel Quebec Yankee[/#callsign]  [#command]crossing completed[/#command]   [#command]frequency change approved[/#command] [#unnamed]good bye[/#unnamed],Hotel Quebec Yankee  crossing completed   frequency change approved good bye
LKPR_RUZYNE_Radar_120_520MHz_20201028_131433.xml,0,0,9.67,[#unnamed]Praha Radar[/#unnamed] [#callsign]Oscar Kilo Uniform Tango Charlie[/#callsign] [#unnamed] [NE Czech] dobrý den [/NE][/#unnamed] [hes] [#command]passing[/#command] [#value]three thousand nine hundred[/#value] [#command]climbing[/#command] [#value]flight level seven zero[/#value] [#command]inbound[/#command] [#value]Vlasim[/#value] [#command]ready for IFR[/#command],Praha Radar Oscar Kilo Uniform Tango Charlie  [NE Czech] dobrý den [/NE] [hes] passing three thousand nine hundred climbing flight level seven zero inbound Vlasim ready for IFR
LKPR_RUZYNE_Radar_120_520MHz_20201028_131433.xml,1,9.67,14.63,[#callsign]Oscar Kilo Uniform Tango Charlie[/#callsign] [#unnamed] [NE Czech] dobrý den [/NE][/#unnamed] [#unnamed]Praha Radar[/#unnamed] [#command]identified[/#command],Oscar Kilo Uniform Tango Charlie  [NE Czech] dobrý den [/NE] Praha Radar identified
LKPR_RUZYNE_Radar_120_520MHz_20201028_131433.xml,2,14.65,20.63,[#command]climb[/#command] [#value]flight level seven zero[/#value] and [#command]cleared to [hes][/#command]  [#value]destination Benesov[/#value]    [#value]via flight plan route[/#value],climb flight level seven zero and cleared to [hes]  destination Benesov    via flight plan route
LKPR_RUZYNE_Radar_120_520MHz_20201028_131433.xml,3,20.65,24.86,[#unnamed]IFR flight starts now[/#unnamed] [#value]time one three one four[/#value],IFR flight starts now time one three one four
YSSY_SYDNEY_Tower_120_5MHz_20210503_201130.xml,0,0,4.14,[#unnamed]Sydney tower good morning[/#unnamed] [#callsign]American Seventy Three[/#callsign] [#command]ILS[/#command] [#value]three four left[/#value],Sydney tower good morning American Seventy Three ILS three four left
LSZB_BERN_Tower_121_0MHz_20210424_074539.xml,0,0,7.98,[#callsign]Hotel Golf November[/#callsign] [#unnamed]Zimi[/#unnamed] is [#command]not available[/#command] anymore [#value]romeo eight two[/#value] is [#command]now active[/#command] [hes] do you [#unnamed]want to proceed to Sava[/#unnamed] instead,Hotel Golf November Zimi is not available anymore romeo eight two is now active [hes] do you want to proceed to Sava instead
LZIB_STEFANIK_Approach_120_9MHz_20210428_092625.xml,0,0,3.01,[#callsign]Time Air Three Niner Seven Foxtrot[/#callsign] [#command]call me on[/#command] [#value]tower frequency[/#value] [#unnamed]please[/#unnamed],Time Air Three Niner Seven Foxtrot call me on tower frequency please
LZIB_STEFANIK_Approach_120_9MHz_20210428_092625.xml,1,3.01,3.86,[#unnamed]roger[/#unnamed],roger
YSSY_SYDNEY_Tower_120_5MHz_20210504_065016.xml,0,0,4.15,[#unnamed]tower good afternoon[/#unnamed] [#callsign]China Southern Three Zero One[/#callsign] [#command]established ILS[/#command] [#value]one six right[/#value],tower good afternoon China Southern Three Zero One established ILS one six right
YSSY_SYDNEY_Tower_120_5MHz_20210504_065016.xml,1,4.28,8.83,[#callsign]China Southern Three Zero One heavy[/#callsign] [#unnamed]Sydney tower good afternoon[/#unnamed],China Southern Three Zero One heavy Sydney tower good afternoon
LSZH_ZURICH_Tower_118_1MHz_20210418_102439.xml,0,0,6,[#callsign]Hotel Bravo Yankee Juliett Golf[/#callsign] [#unnamed]good afternoon[/#unnamed] [#value]behind you[/#value] [#command]lining up[/#command] [#value]PG Twenty Four[/#value] [#command]line up[/#command] [#value]runway two eight behind[/#value],Hotel Bravo Yankee Juliett Golf good afternoon behind you lining up PG Twenty Four line up runway two eight behind
LSZB_BERN_Approach_127_3MHz_20210416_084747.xml,0,0.09,3.39,[#callsign]Hotel India Alpha[/#callsign] [#value]until four miles[/#value] [#command]maintain[/#command] [#value]one hundred knots or greater[/#value],Hotel India Alpha until four miles maintain one hundred knots or greater
LSZB_BERN_Tower_121_0MHz_20210413_132353.xml,0,0,14.51,[#callsign]Hotel Bravo Kilo Golf November[/#callsign] [#unnamed]Berne tower hello QNH[/#unnamed] [#value]one zero two seven[/#value] [#command]enter via[/#command] [#value]route zulu runway three two[/#value] [#unnamed]in use traffic Rega helicopter[/#unnamed] [hes] just [hes] [#value]abeam Gerzensee[/#value] [#command]leaving[/#command] [#value]direction Thun[/#value] [#command]indicating[/#command] [#value]four thousand five hundred feet[/#value] [#unnamed]not verified oposite[/#unnamed],Hotel Bravo Kilo Golf November Berne tower hello QNH one zero two seven enter via route zulu runway three two in use traffic Rega helicopter [hes] just [hes] abeam Gerzensee leaving direction Thun indicating four thousand five hundred feet not verified oposite
LZIB_STEFANIK_Tower_118_3MHz_20210505_145115.xml,0,0.28,4.28,[#callsign]Topjet Four Zero Two[/#callsign] [#value]via delta foxtrot ten three three[/#value],Topjet Four Zero Two via delta foxtrot ten three three
LZIB_STEFANIK_Tower_118_3MHz_20210505_145115.xml,1,4.42,7.57,[#value]delta foxtrot ten three three[/#value] [#callsign]Topjet Four Zero Two[/#callsign],delta foxtrot ten three three Topjet Four Zero Two
